Provider Number,Hospital Name,Address 1,Address 2,Address 3,City,State,ZIP Code,County,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Full Address,Latitude,Longitude,Services,Insurance Coverage
340160,MURPHY MEDICAL CENTER INC,3990 EAST US HIGHWAY 64 ALT,,,MURPHY,NC,28906,CHEROKEE,8288378161,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"3990 EAST US HIGHWAY 64 ALT, MURPHY, NC, 28906",,,Cardiac Care,Liberty Mutual Insurance
340166,CAROLINAS MED CTR-UNIVERSITY,8800 NORTH TYRON STREET,,,CHARLOTTE,NC,28262,MECKLENBURG,7045486000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"8800 NORTH TYRON STREET, CHARLOTTE, NC, 28262",,,Cancer Treatment,Travelers Companies
340171,PRESBYTERIAN HOSPITAL MATTHEWS,1500 MATTHEWS TWNSHP PRKWY BOX 3310,,,MATTHEWS,NC,28106,MECKLENBURG,7043846500,Acute Care Hospitals,Voluntary non-profit - Other,Yes,"1500 MATTHEWS TWNSHP PRKWY BOX 3310, MATTHEWS, NC, 28106",,,Emergency Surgery,Humana Inc.
340173,"WAKEMED, CARY HOSPITAL",1900 KILDARE FARM ROAD,,,CARY,NC,27511,WAKE,9193502550,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"1900 KILDARE FARM ROAD, CARY, NC, 27511",,,Orthopedics,Cigna Corporation
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,,,SALISBURY                     ,NC,28144,ROWAN,7046389000,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,Yes,"1601 BRENNER AVENUE, SALISBURY                     , NC, 28144",35.68456975,-80.4907534,Pediatrics,Kaiser Permanente
340183,PRESBYTERIAN HOSPITAL HUNTERSVILLE,10030 GILEAD ROAD,,,HUNTERSVILLE,NC,28078,MECKLENBURG,7043164000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"10030 GILEAD ROAD, HUNTERSVILLE, NC, 28078",35.405735899999996,-80.85993903,Dermatology,CVS Health Corp Group
340184,MEDWEST HAYWOOD,262 LEROY GEORGE DRIVE,,,CLYDE,NC,28721,HAYWOOD,8284567311,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"262 LEROY GEORGE DRIVE, CLYDE, NC, 28721",35.5252312,-82.9427378,Psychiatry,State Farm Group
340186,VIDANT BEAUFORT HOSPITAL,628 E 12TH ST,,,WASHINGTON,NC,27889,BEAUFORT,2529754100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"628 E 12TH ST, WASHINGTON, NC, 27889",35.54923895,-77.03809766,Neurology,UnitedHealth Group
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,,,ASHEVILLE                     ,NC,28805,BUNCOMBE,8282987911,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,Yes,"1100 TUNNEL ROAD, ASHEVILLE                     , NC, 28805",35.58988545,-82.48410668,Dental Care,Progressive Corporation
341303,FIRSTHEALTH MONTGOMERY MEMORIAL HOSP,520 ALLEN STREET,,,TROY,NC,27371,MONTGOMERY,9105721301,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"520 ALLEN STREET, TROY, NC, 27371",35.364828599999996,-79.89020992,Vision Care,Allstate Corporation
341304,VIDANT BERTIE  HOSPITAL,1403 SOUTH KINGS STREET,,,WINDSOR,NC,27983,BERTIE,2527946600,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"1403 SOUTH KINGS STREET, WINDSOR, NC, 27983",,,Hearing Services,Liberty Mutual Insurance
341307,PENDER MEMORIAL HOSPITAL,507 E FREMONT ST,,,BURGAW,NC,28425,PENDER,9102595451,Critical Access Hospitals,Government - Local,Yes,"507 E FREMONT ST, BURGAW, NC, 28425",34.54861556703279,-77.93099873,Broken Hand,Travelers Companies
341308,YADKIN VALLEY COMMUNITY HOSPITAL,624 WEST MAIN ST,,,YADKINVILLE,NC,27055,YADKIN,3366792041,Critical Access Hospitals,Voluntary non-profit - Other,Yes,"624 WEST MAIN ST, YADKINVILLE, NC, 27055",36.1353641,-80.6712864,Stitches,Humana Inc.
341310,VIDANT PUNGO HOSPITAL,210 EAST WATER ST,,,BELHAVEN,NC,27810,BEAUFORT,2529432111,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"210 EAST WATER ST, BELHAVEN, NC, 27810",35.534896579008915,-76.61890914,Flu Shots,Cigna Corporation
341311,CHATHAM HOSPITAL INC,475 PROGRESS BLVD,,,SILER CITY,NC,27344,CHATHAM,9196632113,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"475 PROGRESS BLVD, SILER CITY, NC, 27344",35.7230036,-79.4208118,Physical Therapy,Kaiser Permanente
341313,DAVIE COUNTY HOSPITAL,223 HOSPITAL ST,,,MOCKSVILLE,NC,27028,DAVIE,3367518100,Critical Access Hospitals,Voluntary non-profit - Other,Yes,"223 HOSPITAL ST, MOCKSVILLE, NC, 27028",,,Cardiac Care,State Farm Group
341314,WASHINGTON COUNTY HOSP INC,958 US HWY 64 EAST,,,PLYMOUTH,NC,27962,WASHINGTON,2527934135,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"958 US HWY 64 EAST, PLYMOUTH, NC, 27962",35.862669100000005,-76.72941164,Cancer Treatment,State Farm Group
341315,CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL,501 SOUTH POPLAR STREET,,,ELIZABETHTOWN,NC,28337,BLADEN,9108625100,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"501 SOUTH POPLAR STREET, ELIZABETHTOWN, NC, 28337",34.62247135,-78.60790529,Emergency Surgery,UnitedHealth Group
341316,HIGHLANDS CASHIERS HOSPITAL INC,190 HOSPITAL DRIVE,,,HIGHLANDS,NC,28741,MACON,8285261200,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"190 HOSPITAL DRIVE, HIGHLANDS, NC, 28741",35.0863677,-83.18570452,Orthopedics,Progressive Corporation
341317,PIONEER COMMUNITY HOSPITAL OF STOKES,1570 NC 8 & 89 HWY NORTH,,,DANBURY,NC,27016,STOKES,3365932831,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"1570 NC 8 & 89 HWY NORTH, DANBURY, NC, 27016",,,Pediatrics,Allstate Corporation
341318,VIDANT CHOWAN HOSPITAL,211 VIRGINIA RD,,,EDENTON,NC,27932,CHOWAN,2524828451,Critical Access Hospitals,Government - Local,Yes,"211 VIRGINIA RD, EDENTON, NC, 27932",36.069846150000004,-76.61089791,Dermatology,Liberty Mutual Insurance
341319,"TRANSYLVANIA REGIONAL HOSPITAL, INC",90 HOSPITAL DRIVE PO BOX 1116,,,BREVARD,NC,28712,TRANSYLVANIA,8288835302,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"90 HOSPITAL DRIVE PO BOX 1116, BREVARD, NC, 28712",,,Psychiatry,Travelers Companies
341320,ALLEGHANY COUNTY MEMORIAL HOSPITAL,617 DOCTORS STREET,,,SPARTA,NC,28675,ALLEGHANY,3363725511,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"617 DOCTORS STREET, SPARTA, NC, 28675",36.50958607419368,-81.10909188,Neurology,Humana Inc.
341321,BLOWING ROCK HOSPITAL,418 CHESTNUT DRIVE,,,BLOWING ROCK,NC,28605,WATAUGA,8282953136,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"418 CHESTNUT DRIVE, BLOWING ROCK, NC, 28605",36.128324379999995,-81.6764602,Dental Care,Cigna Corporation
341322,ST LUKES HOSPITAL,101 HOSPITAL DRIVE,,,COLUMBUS,NC,28722,POLK,8288943311,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"101 HOSPITAL DRIVE, COLUMBUS, NC, 28722",35.239498600000005,-82.21258881,Vision Care,Kaiser Permanente
341323,CHARLES A CANNON JR MEMORIAL HOSPITAL,434 HOSPITAL DRIVE,,,LINVILLE,NC,28646,AVERY,8287377000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"434 HOSPITAL DRIVE, LINVILLE, NC, 28646",36.0601267,-81.89049998,Hearing Services,State Farm Group
341324,"THE OUTER BANKS HOSPITAL, INC",4800 SOUTH CROATAN HIGHWAY,,,NAGS HEAD,NC,27959,DARE,2524494500,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"4800 SOUTH CROATAN HIGHWAY, NAGS HEAD, NC, 27959",35.93964995,-75.61819547,Broken Hand,State Farm Group
341325,ASHE MEMORIAL HOSPITAL,200 HOSPITAL AVE,,,JEFFERSON,NC,28640,ASHE,3362467101,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"200 HOSPITAL AVE, JEFFERSON, NC, 28640",36.423468799999995,-81.45782192,Stitches,UnitedHealth Group
341326,ANGEL MEDICAL CENTER,120 RIVERVIEW ST PO BOX 1209,,,FRANKLIN,NC,28734,MACON,8285248411,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"120 RIVERVIEW ST PO BOX 1209, FRANKLIN, NC, 28734",,,Flu Shots,Progressive Corporation
341327,J ARTHUR DOSHER MEMORIAL HOSPITAL,924 HOWE ST,,,SOUTHPORT,NC,28461,BRUNSWICK,9104573800,Critical Access Hospitals,Voluntary non-profit - Other,Yes,"924 HOWE ST, SOUTHPORT, NC, 28461",33.92933025,-78.02137632,Physical Therapy,Allstate Corporation
350002,ST ALEXIUS MEDICAL CENTER,900 E BROADWAY,,,BISMARCK,ND,58501,BURLEIGH,7015307000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"900 E BROADWAY, BISMARCK, ND, 58501",46.80734095,-100.777008,Cardiac Care,Liberty Mutual Insurance
350006,TRINITY HOSPITALS,407 3RD ST SE,,,MINOT,ND,58701,WARD,7018575000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"407 3RD ST SE, MINOT, ND, 58701",48.23211925,-101.287197,Cancer Treatment,Travelers Companies
350011,SANFORD MEDICAL CENTER FARGO,801 BROADWAY NORTH,,,FARGO,ND,58122,CASS,7012342000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"801 BROADWAY NORTH, FARGO, ND, 58122",46.88449025,-96.78624195,Emergency Surgery,Humana Inc.
350015,MEDCENTER ONE,300 N 7TH ST,,,BISMARCK,ND,58506,BURLEIGH,7013236000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"300 N 7TH ST, BISMARCK, ND, 58506",46.80749415,-100.7823346,Orthopedics,Cigna Corporation
350019,ALTRU HOSPITAL,1200 S COLUMBIA RD,,,GRAND FORKS,ND,58201,GRAND FORKS,7017805000,Acute Care Hospitals,Government - Local,Yes,"1200 S COLUMBIA RD, GRAND FORKS, ND, 58201",47.9105416,-97.06893282,Pediatrics,Kaiser Permanente
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,,,FARGO                         ,ND,58102,,7012323241,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,Yes,"2101 ELM STREET, FARGO                         , ND, 58102",46.9060212,-96.7747199,Dermatology,State Farm Group
350063,P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,PO BOX 160,,,BELCOURT,ND,58316,ROLETTE,7014776111,Acute Care Hospitals,Government - Federal,Yes,"PO BOX 160, BELCOURT, ND, 58316",,,Psychiatry,UnitedHealth Group
350064,STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL,10 NORTH RIVER ROAD,,,FORT YATES,ND,58538,SIOUX,7018543831,Acute Care Hospitals,Government - Federal,Yes,"10 NORTH RIVER ROAD, FORT YATES, ND, 58538",,,Neurology,Progressive Corporation
350070,ESSENTIA HEALTH-FARGO,3000 32ND AVE SOUTH,,,FARGO,ND,58104,CASS,7013648000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"3000 32ND AVE SOUTH, FARGO, ND, 58104",46.833142123648685,-96.88852395,Dental Care,Allstate Corporation
351300,TIOGA MEDICAL CENTER,810 N WELO ST,,,TIOGA,ND,58852,WILLIAMS,7016643305,Critical Access Hospitals,Government - Local,Yes,"810 N WELO ST, TIOGA, ND, 58852",48.40262525,-102.9342791,Vision Care,Liberty Mutual Insurance
351301,MOUNTRAIL COUNTY MEDICAL CENTER,615 6TH ST SE,,,STANLEY,ND,58784,MOUNTRAIL,7016282424,Critical Access Hospitals,Voluntary non-profit - Other,Yes,"615 6TH ST SE, STANLEY, ND, 58784",48.31337749,-102.3811152,Hearing Services,Travelers Companies
351302,MCKENZIE COUNTY HEALTHCARE SYSTEMS,516 NORTH MAIN ST,,,WATFORD CITY,ND,58854,MCKENZIE,7018423000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"516 NORTH MAIN ST, WATFORD CITY, ND, 58854",47.806163081632654,-103.2829323,Broken Hand,Humana Inc.
351303,GARRISON MEMORIAL HOSPITAL,407 3RD AVE SE,,,GARRISON,ND,58540,MCLEAN,7014632275,Critical Access Hospitals,Voluntary non-profit - Church,Yes,"407 3RD AVE SE, GARRISON, ND, 58540",47.648843400000004,-101.4106287,Stitches,Cigna Corporation
351304,COMMUNITY MEMORIAL HOSPITAL,220 5TH AVE W,,,TURTLE LAKE                   ,ND,58575,MCLEAN,7014482331,Critical Access Hospitals,Voluntary non-profit - Church,Yes,"220 5TH AVE W, TURTLE LAKE                   , ND, 58575",,,Flu Shots,Kaiser Permanente
351305,KENMARE COMMUNITY HOSPITAL,PO BOX 697,,,KENMARE                       ,ND,58746,WARD,7013854296,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"PO BOX 697, KENMARE                       , ND, 58746",,,Physical Therapy,CVS Health Corp Group
351306,COOPERSTOWN MEDICAL CENTER,1200 ROBERTS AVE NE,,,COOPERSTOWN                   ,ND,58425,GRIGGS,7017972221,Critical Access Hospitals,Government - Local,Yes,"1200 ROBERTS AVE NE, COOPERSTOWN                   , ND, 58425",47.44560745813115,-98.11858848,Cardiac Care,State Farm Group
351307,ST ANDREWS HEALTH CENTER - CAH,316 OHMER STREET,,,BOTTINEAU,ND,58318,BOTTINEAU,7012289300,Critical Access Hospitals,Voluntary non-profit - Church,Yes,"316 OHMER STREET, BOTTINEAU, ND, 58318",48.82920275,-100.4499154,Cancer Treatment,UnitedHealth Group
351308,NELSON COUNTY HEALTH SYSTEM,200 N MAIN ST,,,MCVILLE                       ,ND,58254,NELSON,7013224328,Critical Access Hospitals,Voluntary non-profit - Other,Yes,"200 N MAIN ST, MCVILLE                       , ND, 58254",47.76078219009635,-98.1773201,Emergency Surgery,Progressive Corporation
351309,SANFORD MAYVILLE,42 6TH AVENUE SE,,,MAYVILLE,ND,58257,TRAILL,7017863800,Critical Access Hospitals,Voluntary non-profit - Other,Yes,"42 6TH AVENUE SE, MAYVILLE, ND, 58257",47.5007028,-97.31683955,Orthopedics,Allstate Corporation
351310,SAKAKAWEA MEDICAL CENTER - CAH,510 8TH AVENUE NE,,,HAZEN,ND,58545,MERCER,7017482225,Critical Access Hospitals,Voluntary non-profit - Other,Yes,"510 8TH AVENUE NE, HAZEN, ND, 58545",47.298636900000005,-101.610237,Pediatrics,Liberty Mutual Insurance
351311,LISBON AREA HEALTH SERVICES,905 MAIN ST,,,LISBON,ND,58054,RANSOM,7016835241,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"905 MAIN ST, LISBON, ND, 58054",46.437034350000005,-97.68030747,Dermatology,Travelers Companies
351312,NORTHWOOD DEACONESS HEALTH CENTER,PO BOX 190,,,NORTHWOOD,ND,58267,GRAND FORKS,7015876060,Critical Access Hospitals,Voluntary non-profit - Church,Yes,"PO BOX 190, NORTHWOOD, ND, 58267",,,Psychiatry,Humana Inc.
351313,SOUTHWEST HEALTHCARE SERVICES,14 6TH AVE SW,,,BOWMAN                        ,ND,58623,BOWMAN,7015235265,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"14 6TH AVE SW, BOWMAN                        , ND, 58623",46.18198663,-103.403847,Neurology,Cigna Corporation
351314,JACOBSON MEMORIAL HOSPITAL & CARE CENTER,601 EAST ST N,,,ELGIN,ND,58533,GRANT,7015842792,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"601 EAST ST N, ELGIN, ND, 58533",46.407401050000004,-101.8412665,Dental Care,Kaiser Permanente
351315,OAKES COMMUNITY HOSPITAL,1200 N 7TH ST,,,OAKES,ND,58474,DICKEY,7017423291,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"1200 N 7TH ST, OAKES, ND, 58474",46.13432311658105,-98.09057685,Vision Care,State Farm Group
351316,PRESENTATION MEDICAL CENTER,213 SECOND AVE NE,,,ROLLA,ND,58367,ROLETTE,7014773161,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"213 SECOND AVE NE, ROLLA, ND, 58367",,,Hearing Services,State Farm Group
351318,CARRINGTON HEALTH CENTER,PO BOX 461,,,CARRINGTON,ND,58421,FOSTER,7016523141,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"PO BOX 461, CARRINGTON, ND, 58421",,,Broken Hand,UnitedHealth Group
351319,PEMBINA COUNTY MEMORIAL HOSPITAL,BOX 380,,,CAVALIER,ND,58220,PEMBINA,7012658461,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"BOX 380, CAVALIER, ND, 58220",,,Stitches,Progressive Corporation
351320,UNITY MEDICAL CENTER,164 W 13TH STREET,,,GRAFTON,ND,58237,WALSH,7013521620,Critical Access Hospitals,Voluntary non-profit - Other,Yes,"164 W 13TH STREET, GRAFTON, ND, 58237",48.410964899999996,-97.41427685,Flu Shots,Allstate Corporation
351321,WISHEK COMMUNITY HOSPITAL,1007 4TH AVE S,,,WISHEK,ND,58495,MCINTOSH,7014522326,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"1007 4TH AVE S, WISHEK, ND, 58495",46.2555343,-99.55132375,Physical Therapy,Liberty Mutual Insurance
351322,ASHLEY MEDICAL CENTER,612 CENTER AVENUE N,,,ASHLEY,ND,58413,MCINTOSH,7012883433,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"612 CENTER AVENUE N, ASHLEY, ND, 58413",46.0401803,-99.37276613,Cardiac Care,Travelers Companies
351323,CAVALIER COUNTY MEMORIAL HOSPITAL,909 2ND ST,,,LANGDON,ND,58249,CAVALIER,7012566100,Critical Access Hospitals,Voluntary non-profit - Other,Yes,"909 2ND ST, LANGDON, ND, 58249",48.761755449999995,-98.3659266,Cancer Treatment,Humana Inc.
351324,MERCY HOSPITAL OF VALLEY CITY,570 CHAUTAUQUA BLVD,,,VALLEY CITY,ND,58072,BARNES,7018456400,Critical Access Hospitals,Voluntary non-profit - Church,Yes,"570 CHAUTAUQUA BLVD, VALLEY CITY, ND, 58072",46.9280956,-97.99398408,Emergency Surgery,Cigna Corporation
351325,ST LUKE'S HOSPITAL,702 1ST ST SW,,,CROSBY,ND,58730,DIVIDE,7019656384,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"702 1ST ST SW, CROSBY, ND, 58730",48.906515049999996,-103.2991277,Orthopedics,Kaiser Permanente
351326,FIRST CARE HEALTH CENTER,115 VIVIAN ST,,,PARK RIVER                    ,ND,58270,WALSH,7012847500,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"115 VIVIAN ST, PARK RIVER                    , ND, 58270",48.39959735,-97.74430229,Pediatrics,State Farm Group
351327,ST ALOISIUS MEDICAL CENTER,325 E BREWSTER ST,,,HARVEY,ND,58341,WELLS,7013244651,Critical Access Hospitals,Voluntary non-profit - Church,Yes,"325 E BREWSTER ST, HARVEY, ND, 58341",47.767598,-99.932073,Dermatology,State Farm Group
351328,LINTON HOSPITAL - CAH,518 NORTH BROADWAY,,,LINTON,ND,58552,EMMONS,7012544511,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"518 NORTH BROADWAY, LINTON, ND, 58552",46.271388200000004,-100.233662,Psychiatry,UnitedHealth Group
351329,HILLSBORO MEDICAL CENTER - CAH,12 THIRD STREET SOUTH EAST,,,HILLSBORO,ND,58045,TRAILL,7016363200,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"12 THIRD STREET SOUTH EAST, HILLSBORO, ND, 58045",,,Neurology,Progressive Corporation
351330,WEST RIVER REGIONAL MEDICAL CENTER-CAH,1000 HIGHWAY 12,,,HETTINGER,ND,58639,ADAMS,7015674561,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"1000 HIGHWAY 12, HETTINGER, ND, 58639",,,Dental Care,Allstate Corporation
351331,TOWNER COUNTY MEDICAL CENTER,HWY 281 N,,,CANDO                         ,ND,58324,TOWNER,7019684411,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"HWY 281 N, CANDO                         , ND, 58324",,,Vision Care,Liberty Mutual Insurance
351332,HEART OF AMERICA MEDICAL CENTER,800 S MAIN AVE,,,RUGBY,ND,58368,PIERCE,7017765261,Critical Access Hospitals,Voluntary non-profit - Other,Yes,"800 S MAIN AVE, RUGBY, ND, 58368",48.3633971,-99.99766963,Hearing Services,Travelers Companies
351334,MERCY MEDICAL CENTER,1301 15TH AVE W,,,WILLISTON,ND,58801,WILLIAMS,7017747400,Critical Access Hospitals,Voluntary non-profit - Church,Yes,"1301 15TH AVE W, WILLISTON, ND, 58801",48.15609045,-103.6458437,Broken Hand,Humana Inc.
351335,JAMESTOWN REGIONAL MEDICAL CENTER,2422 20TH ST SW,,,JAMESTOWN,ND,58401,STUTSMAN,7012521050,Critical Access Hospitals,Voluntary non-profit - Other,Yes,"2422 20TH ST SW, JAMESTOWN, ND, 58401",46.8883815,-98.7476295,Stitches,Cigna Corporation
351336,ST JOSEPH'S HOSPITAL & HEALTH CENTER,30 WEST 7TH ST,,,DICKINSON,ND,58601,STARK,7014564000,Critical Access Hospitals,Voluntary non-profit - Church,Yes,"30 WEST 7TH ST, DICKINSON, ND, 58601",46.8864117,-102.7856636,Flu Shots,Kaiser Permanente
360001,MERCY HOSPITAL ANDERSON,7500 STATE ROAD,,,CINCINNATI,OH,45255,HAMILTON,5136244006,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"7500 STATE ROAD, CINCINNATI, OH, 45255",39.08603155,-84.34919647,Physical Therapy,State Farm Group
360002,SAMARITAN HOSPITAL - PEOPLES HOSPITAL,1025 CENTER ST,,,ASHLAND,OH,44805,ASHLAND,4192890491,Acute Care Hospitals,Voluntary non-profit - Other,Yes,"1025 CENTER ST, ASHLAND, OH, 44805",40.858995199999995,-82.30918686,Cardiac Care,UnitedHealth Group
360003,"UNIVERSITY HOSPITAL, INC",234 GOODMAN STREET,,,CINCINNATI,OH,45219,HAMILTON,5135841000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"234 GOODMAN STREET, CINCINNATI, OH, 45219",39.1383052,-84.5040842,Cancer Treatment,Progressive Corporation
360006,RIVERSIDE METHODIST HOSPITAL,3535 OLENTANGY RIVER RD,,,COLUMBUS,OH,43214,FRANKLIN,6145665000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"3535 OLENTANGY RIVER RD, COLUMBUS, OH, 43214",40.0307694,-83.03547015,Emergency Surgery,Allstate Corporation
360008,SOUTHERN OHIO MEDICAL CENTER,1805 27TH STREET,,,PORTSMOUTH,OH,45662,SCIOTO,7403545000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,"1805 27TH STREET, PORTSMOUTH, OH, 45662",38.7536362,-82.97898185,Orthopedics,Liberty Mutual Insurance
360009,LIMA MEMORIAL HEALTH SYSTEM,1001 BELLEFONTAINE AVENUE,,,LIMA,OH,45804,ALLEN,4199984731,Acute Care Hospitals,Voluntary non-profit - Other,Yes,"1001 BELLEFONTAINE AVENUE, LIMA, OH, 45804",40.735896,-84.08585112,Pediatrics,Travelers Companies
360010,UNION HOSPITAL,659 BOULEVARD,,,DOVER,OH,44622,TUSCARAWAS,3303433311,Acute Care Hospitals,Voluntary non-profit - Other,Yes,"659 BOULEVARD, DOVER, OH, 44622",,,Dermatology,Humana Inc.
360011,MARION GENERAL HOSPITAL,1000 MCKINLEY PARK DRIVE,,,MARION,OH,43302,MARION,7403838400,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"1000 MCKINLEY PARK DRIVE, MARION, OH, 43302",40.571248350000005,-83.12932269,Psychiatry,Cigna Corporation
360012,MOUNT CARMEL ST ANN'S HOSPITAL,500 SOUTH CLEVELAND AVENUE,,,WESTERVILLE,OH,43081,FRANKLIN,6145464533,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"500 SOUTH CLEVELAND AVENUE, WESTERVILLE, OH, 43081",40.1134682,-82.9474586,Neurology,Kaiser Permanente
360013,WILSON MEMORIAL HOSPITAL,915 WEST MICHIGAN STREET,,,SIDNEY,OH,45365,SHELBY,9374985418,Acute Care Hospitals,Voluntary non-profit - Other,Yes,"915 WEST MICHIGAN STREET, SIDNEY, OH, 45365",40.2868841,-84.17064454,Dental Care,CVS Health Corp Group
360014,O'BLENESS MEMORIAL HOSPITAL,55 HOSPITAL DRIVE,,,ATHENS,OH,45701,ATHENS,7405935551,Acute Care Hospitals,Voluntary non-profit - Other,Yes,"55 HOSPITAL DRIVE, ATHENS, OH, 45701",39.32725795,-82.11429662,Vision Care,State Farm Group
360016,"JEWISH HOSPITAL, LLC",4777 EAST GALBRAITH ROAD,,,CINCINNATI,OH,45236,HAMILTON,5136863003,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"4777 EAST GALBRAITH ROAD, CINCINNATI, OH, 45236",39.2122133,-84.4579333,Hearing Services,UnitedHealth Group
360017,GRANT MEDICAL CENTER,111 SOUTH GRANT AVENUE,,,COLUMBUS,OH,43215,FRANKLIN,6145669978,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"111 SOUTH GRANT AVENUE, COLUMBUS, OH, 43215",39.9605075,-82.99134757,Broken Hand,Progressive Corporation
360019,SUMMA HEALTH SYSTEM BARBERTON HOSPITAL,155 5TH STREET N E,,,BARBERTON,OH,44203,SUMMIT,3306153000,Acute Care Hospitals,Proprietary,Yes,"155 5TH STREET N E, BARBERTON, OH, 44203",,,Stitches,Allstate Corporation
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,,,CLEVELAND                     ,OH,44106,CUYAHOGA,2167913800,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,Yes,"10701 EAST BLVD, CLEVELAND                     , OH, 44106",41.51375695,-81.61406275,Flu Shots,Liberty Mutual Insurance
360020,SUMMA HEALTH SYSTEMS HOSPITALS,525 EAST MARKET STREET,,,AKRON,OH,44309,SUMMIT,3303753000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,"525 EAST MARKET STREET, AKRON, OH, 44309",41.080726350000006,-81.50047818,Physical Therapy,Travelers Companies
360025,FIRELANDS REGIONAL MEDICAL CENTER,1111 HAYES AVENUE,,,SANDUSKY,OH,44870,ERIE,4195577400,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"1111 HAYES AVENUE, SANDUSKY, OH, 44870",41.44553275,-82.71117481,Cardiac Care,Humana Inc.
360026,GREENE MEMORIAL HOSPITAL,1141 NORTH MONROE DRIVE,,,XENIA,OH,45385,GREENE,9373522000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"1141 NORTH MONROE DRIVE, XENIA, OH, 45385",39.70092795,-83.92691747,Cancer Treatment,Cigna Corporation
360027,AKRON GENERAL MEDICAL CENTER,400 WABASH AVENUE,,,AKRON,OH,44307,SUMMIT,3303443333,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"400 WABASH AVENUE, AKRON, OH, 44307",,,Emergency Surgery,Kaiser Permanente
360029,WOOD COUNTY HOSPITAL,950 WEST WOOSTER STREET,,,BOWLING GREEN,OH,43402,WOOD,4193548900,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"950 WEST WOOSTER STREET, BOWLING GREEN, OH, 43402",41.37559995,-83.66625629,Orthopedics,State Farm Group
